ID	payment_type	power_consumption	HHH	HGEW	MTREG0G	MTKAU0G	MTSTR0G	MTBEB0G	MTSTA0G	MTBON0G	MTADE0G	MTALT0G	MTFAM0G	MTKDI0G	MTKLE0G	MTKKL0G	MTKGB0G	MTKGL0G	SCMWGR2	SCMWGR3	SCMWGR4	SCMWGR5	SCMWGR6	SCMWGR7	SCMWGR21	SCMWGR22	PHARM1	PHARM2	PHARM3	PHARM4	PHARM5	PHARM6	canceler
37873	2	3747	2	0	16	-9	1	1	8	1	7	6	6	8	1	0	4	1	3	1	4	3	1	3	1	1	7	7	7	5	7	6	no
18243	2	2134	2	0	14	-9	3	1	4	1	6	4	7	10	1		6	1															no
27105	1	1980	2	0	13	-8	1	1	6	5	5	4	6	9	4	0	2	0	5	2	1	3	2	1	5	2	1	1	7	1	5	6	no
27231	1	2360																															yes
18796	1	3820	6	0	15	-8	1	3	2	9	3	3	3	9	4	6	6	0	5	4	2	2	1	4	3	2	4	1	6	7	2	7	no
25718	2	2880	1	0	15	-4	1	1	2	1	9	3	7	10	4		5	0															no
8993	2	4839																															no
21168	2	2193	7	0	16	-7	1	3	2	4	9	6	3	3	1	0	7	0	2	4	5	1	1	4	2	3	5	1	7	1	6	7	no
33754	2	125	1	0	13	-7	2	1	8	3	7	5	8	7	9	3	2	0	2	4	3	5	2	1	4	1	6	2	7	3	1	7	no
15654	2	1934	9	0	15	-7	1	3	3	6	8	3	4	10	4	0	5	0	4	3	2	5	5	1	1	2	7	4	7	1	4	7	no
251	2	3487	2	0	14	-8	1	1	7	7	7	2	9	10	1	0	4	0	2	2	5	2	3	3	2	1	2	2	1	5	6	7	yes
20822	1	1120	4	2	13	-5	1	2	8	5	6	4	5	4	1	0	6	0	5	3	5	5	1	1	4	1	5	1	7	1	6	5	no
35061	2	2488	1	0	15	-6	3	1	2	1	8	5	8	10	1	3	6	1	1	1	5	4	1	3	4	1	6	1	1	2	7	7	no
9918	2	5614	1	0	14	-9	1	1	2	1	5	4	7	10	1	0	5	0	4	4	4	5	1	4	1	3	4	1	4	5	5	6	yes
28233	2	815																															no
15036	2	2465	1	0	16	-8	3	1	2	2	6	5	5	10	1	0	4	0	3	1	2	5	1	3	3	3	6	1	1	5	6	7	no
3488	2	4207	1	0	14	-8	3	1	3	3	5	6	6	10	2	0	5	1	1	2	4	1	4	2	2	2	3	2	7	4	4	7	no
5567	1	2928	1	0	16	-6	1	1	1	1	9	6	9	10	2	3	4	1									3	1	1	2	7	7	no
14115	2	1516	3	0	16	-7	1	2	1	4	9	7	3	9	5	0	3	3	4	4	4	1	3	4	1	3	1	1	7	1	6	6	no
23287	2	614	2	0	16	-8	3	1	8	7	8	4	4	3	3	3	4	2	3	1	5	1	3	1	2	1	3	2	7	4	4	6	no
14773	2	253	5	0	12	-6	1	2	2	3	8	7	2	6	1	0	5	0	5	1	2	4	1	1	4	1	5	1	6	2	1	3	yes
10198	2	1295	3	1	13	-9	3	2	5	7	7	4	5	5	2	6	6	3	1	5	4	5	2	1	1	1	1	7	7	1	4	7	no
36266	2	3179																															no
33771	1	4858	1	0	14	-7	1	1	1	1	8	4	7	10	1	3	5	0	3	2	2	1	5	1	2	1	7	2	1	4	3	4	no
3177	2	1045	3	0	15	-7	1	2	4	5	5	5	6	6	3	0	3	0	2	5	3	2	1	3	4	1	7	1	3	1	6	7	no
18949	2	669	45	1	15	-2	1	5	3	2	3	7	1	1	3	6	9	0	1	5	1	3	1	5	5	1	2	2	5	2	1	7	no
30252	2	2473	2	1	15	-8	1	1	2	6	5	4	5	10	1		6	0															yes
12017	2	1185	3	1	13	-5	1	2	9	4	7	4	4	4	2		8	3	1	5	5	2	1	3	3	1	7	2	7	4	2	7	no
29650	2	2237	7	0	13	-9	1	3	1	4	7	4	3	10	2	0	1	2	5	5	4	3	4	5	3	3	1	1	6	1	2	5	no
32224	2	4210	5	0	12	-6	2	2	7	2	3	6	5	4	3	0	3	2	4	3	1	3	1	4	4	1	5	1	4	2	2	5	no
18022	2	3576																															no
16036	2	2550	1	0	16	-8	1	1	5	2	7	5	6	9	3	3	5	3	3	3	5	1	3	1	1	5	5	1	7	4	5	5	yes
2916	2	954	3	0	15	-8	3	2	8	3	7	6	5	8	1	3	6	0	2	2	4	3	5	4	2	4	5	1	7	4	4	4	no
33329	1	743	6	0	14	-8	1	3	6	3	2	4	5	8	4	0	4	2	4	2	4	4	4	4	2	1	5	1	7	1	4	5	no
36738	2	2098	4	0	15	-6	1	2	4	7	7	3	3	10	5		7	1															no
38186	2	4044	1	0	13	-5	1	1	9	6	5	3	6	9	4	6	2	1	1	1	5	1	5	2	2	2	6	2	3	5	6	6	no
35905	1	503	1	0	15	-8	2	1	6	9	6	2	8	4	2	0	8	0	4	4	1	5	3	1	3	1	5	2	6	3	1	7	no
4195	1	1076	4	0	13	-9	1	2	3	9	5	5	5	9	1	0	7	0	4	1	4	5	1	2	5	1	6	1	7	4	3	7	no
25185	2	1154	11	0	16	-7	1	4	1	2	6	6	1	1	1	3	2	0	4	3	5	2	1	4	4	3	2	1	5	7	1	7	no
77	2	2361	2	0	13	-7	1	1	8	7	8	4	8	10	1	0	4	3	4	1	1	5	3	1	5	5	3	1	3	1	5	7	no
37113	2	2410	1	0	13	-7	3	1	4	2	9	5	8	4	3	0	3	0	1	4	5	5	1	1	5	3	4	3	1	6	1	7	no
1801	1	3621	3	0	16	-5	1	2	2	9	7	4	8	7	3	0	8	0	3	1	1	4	3	3	1	1	3	1	7	2	3	6	no
36761	1	3265																															no
9034	2	3887	1	1	12	-5	3	1	4	9	8	2	5	6	2	0	9	3	3	5	4	1	1	2	1	1	7	2	7	5	1	1	no
14491	1	2130	3	0	16	-8	1	2	1	7	8	4	6	10	2	3	6	0	4	5	5	1	1	4	1	2	5	1	4	5	5	6	no
18565	1	1046	2	1	13	-5	4	1	9	7	6	5	9	7	6	0	6	3	2	1	4	2	2	4	3	2	7	2	5	6	4	2	no
24120	2	4785																															no
21201	1	482	4	0	14	-5	1	2	2	5	9	5	8	5	1	3	4	2	1	5	5	1	5	1	5	1	5	4	7	5	1	2	no
29138	2	107	4	0	12	-6	4	2	3	6	6	3	7	8	2	6	6	1	1	1	5	5	5	4	1	2	7	2	6	1	3	1	no
17651	2	1354	6	0	12	-2	1	3	8	8	6	4	5	8	7	6	3	0	3	4	3	4	3	5	4	1	6	2	3	5	5	5	no
1099	2	2731	1	0	14	-9	1	1	4	6	6	3	7	9	1	0	7	1	1	2	4	4	3	3	4	2	2	2	1	5	6	7	no
4524	2	5670	1	1	16	-8	1	1	5	2	8	4	4	6	3	0	3	3	5	1	3	1	1	4	3	2	5	1	7	4	3	7	no
20283	2	1161	1	0	12	-2	1	1	6	3	9	5	5	4	1	3	7	1	4	4	2	3	4	5	1	3	1	6	6	6	3	5	no
32863	2	1309	1	1	12	-5	4	1	5	6	5	4	9	7	4	0	8	0	5	3	1	5	2	3	4	3	6	1	7	2	1	1	no
10440	2	5011	1	0	14	-9	3	1	7	4	9	4	7	9	2	0	6	0	1	3	4	3	1	1	4	1	1	7	7	4	2	7	yes
26087	2	8335	1	1	16	-8	3	1	6	3	8	5	9	4	2	0	9	0	4	5	1	2	2	3	5	1	1	1	6	7	1	6	no
34221	2	1443	7	0	13	-4	1	3	3	2	9	4	4	5	7	3	1	0	1	1	4	1	1	1	3	2	2	3	2	2	6	6	no
23681	1	3122	1	0	16	-7	3	1	2	1	8	5	7	10	3	0	2	1	5	5	2	2	4	2	4	3	1	1	1	1	3	7	no
8179	1	2550	6	0	15	-9	1	3	1	5	7	4	2	7	1	0	2	2	5	5	3	3	3	5	1	3	5	1	5	7	1	7	no
4862	2	2324	2	1	14	-7	1	1	6	1	9	7	7	7	1	0	8	0	3	3	3	5	2	5	3	1	7	2	1	4	6	6	no
9315	2	2264	2	0	13	-6	3	1	8	4	7	4	9	10	3	6	5	2	3	4	2	2	4	3	2	4	5	1	7	3	1	1	no
32970	2	1042	9	0	15	-7	1	3	1	8	2	4	2	8	1	0	4	2	2	2	5	2	1	4	2	4	6	4	5	1	4	7	no
3372	2	1315	1	0	15	-6	3	1	3	6	5	5	7	10	2	3	2	0	5	5	3	2	1	4	3	2	7	1	7	3	1	5	no
25955	2	0	2	0	14	-4	1	1	2	1	9	5	9	10	3	0	2	1	2	4	4	4	3	3	4	3	7	3	1	6	1	3	no
12234	2	2606	6	1	13	-6	1	3	4	1	9	6	3	1	6	0	5	1	1	1	3	5	4	1	3	3	3	1	4	5	4	6	no
29228	2	1105	2	0	15	-4	1	1	2	7	7	4	6	6	1	0	5	0	1	5	5	5	2	2	5	5	6	2	1	7	1	5	yes
630	2	2463	1	1	14	-8	3	1	3	1	5	6	9	10	3		6	1									6	1	1	7	3	7	no
2076	1	491	5	0	16	-8	1	2	6	7	6	6	3	6	1	3	3	0	5	5	2	5	3	2	4	3	2	1	7	2	2	7	no
3539	1	1528	1	0	15	-7	1	1	7	2	7	5	6	9	2	3	4	1	5	3	3	3	1	3	4	1	7	1	7	3	1	5	no
32451	1	6452	2	0	13	-4	3	1	6	1	7	4	7	1	1	0	5	0	5	5	2	4	4	5	3	4	3	2	3	5	5	5	no
22225	2	1538	2	0	16	-7	1	1	1	9	3	2	7	10	2	0	5	0	1	1	2	5	3	5	5	4	4	1	7	1	5	7	no
36354	2	1726	1	0	14	-5	5	1	7	9	4	5	5	10	7	0	1	2	5	5	2	4	1	5	1	2	1	1	6	7	1	5	no
21264	2	3279	7	0	13	-3	1	3	4	1	9	6	5	3	3		2	0															no
30651	2	1995																															no
8929	2	2448	2	0	13	-3	1	1	9	2	4	4	6	9	2	0	4	3	2	3	4	1	1	2	3	1	6	2	3	5	6	6	no
13779	2	2537	6	0	14	-5	1	3	6	4	7	4	4	7	2	0	5	0	5	5	3	2	3	5	3	1	5	1	7	1	4	6	no
9730	2	2283	3	0	13	-4	3	2	6	8	4	4	7	6	6	6	9	0	3	1	4	5	3	1	2	5	2	3	1	3	3	6	no
21532	2	2874	1	0	16	-7	1	1	4	7	8	4	7	9	1	0	7	2	3	2	2	3	3	4	3	1	7	2	1	5	5	6	no
26089	2	2466	5	1	12	-2	1	2	5	6	5	3	3	3	1	3	8	0	3	2	4	5	4	1	3	3	6	5	6	6	5	3	no
37722	2	322	2	2	16	-9	3	2	6	8	7	5	7	10	2	0	6	2	1	4	4	4	1	4	4	2	5	2	7	4	5	7	no
35806	2	4081	1	0	16	-9	1	1	4	4	8	3	9	9	5	6	4	2	3	1	4	1	2	1	3	1	7	2	1	1	6	7	no
26756	2	2214	1	1	14	-7	1	1	4	2	8	3	4	7	1	6	5	3	1	1	3	4	5	2	1	3	7	2	1	5	3	6	no
37511	2	5343	2	1	12	-5	3	1	8	3	6	4	8	5	6	0	9	2	5	1	2	4	4	1	4	1	7	1	7	2	1	1	no
38142	2	2330	1	0	12	-6	2	1	6	2	8	5	6	3	6	3	2	0	2	5	1	1	4	5	2	3	5	1	3	2	5	7	no
21843	1	3968																															no
29104	2	3267	1	0	16	-9	1	1	1	1	9	6	5	10	2	0	6	0	1	5	5	1	1	1	4	1	2	2	1	2	7	6	no
14266	1	1282	4	0	16	-7	3	2	3	6	7	5	2	10	1		2	0															no
19957	2	2909	1	0	13	-6	1	1	3	1	9	4	6	9	4		3	2															no
32824	2	254	2	0	13	-3	1	1	5	3	9	5	3	8	2	0	1	0	4	2	2	4	3	3	2	4	1	2	3	1	6	7	no
13149	2	958	5	0	16	-6	1	2	2	8	6	4	3	9	1	0	7	0	2	3	4	4	1	4	4	2	6	1	3	7	3	3	no
35613	2	4249	1	0	15	-2	3	1	6	4	8	5	6	6	6	0	5	0	2	4	2	5	5	4	3	2	6	1	5	1	2	6	no
8647	2	2544																															no
29619	2	2795	7	0	13	-5	3	3	4	3	8	5	4	3	3	0	3	0	5	1	4	2	2	1	4	2	7	1	7	2	1	1	no
15956	2	2280	1	0	16	-6	1	1	2	3	9	5	8	10	2		2	3															no
30664	2	3291	2	0	16	-7	1	1	4	1	7	4	6	1	1	6	1	0									3	2	1	5	5	6	no
6601	2	1121	4	0	12	-2	1	2	4	5	9	4	1	9	1	0	6	1	1	5	2	5	4	5	1	4	7	1	7	2	1	1	no
28234	1	1982	1	0	16	-8	4	1	5	5	4	4	8	10	2		5	1															no
11471	2	2156	2	0	16	-9	1	1	1	5	8	5	6	4	2	0	2	0	4	2	2	4	2	5	4	1	2	1	1	5	6	7	no
2782	2	3108	1	0	16	-8	3	1	8	5	8	4	6	8	6	0	4	3	1	5	3	1	1	2	4	3	7	2	7	4	6	6	yes
14867	1	1492	4	0	16	-2	1	2	4	5	7	6	3	5	2	0	2	3	1	5	5	4	1	2	2	4	5	1	7	3	1	7	no
8260	2	843	5	1	13	-2	1	2	7	5	8	4	2	3	2	6	2	2	2	2	1	5	5	1	1	2	2	5	1	2	7	6	no
12129	1	2791	1	0	14	-8	1	1	1	3	9	3	8	10	2	0	5	1	3	5	4	2	2	1	1	1	1	3	3	5	1	3	no
29054	2	1956	2	0	16	-8	1	1	4	5	9	4	5	10	1	0	5	2	1	3	4	2	2	4	3	1	6	1	1	2	7	7	no
34277	2	2702	2	0	12	-2	1	1	9	3	5	3	8	9	8	3	1	2	5	1	4	4	5	5	5	1	2	6	7	6	2	3	no
16716	2	3409	1	0	16	-7	4	1	2	9	5	3	1	9	5	0	2	0	5	1	4	4	2	1	2	5	6	1	3	7	1	7	no
22077	2	1	5	0	16	-7	1	2	1	1	9	6	4	2	2	0	1	0	5	5	5	2	2	5	5	2	5	1	6	7	2	6	no
1583	2	4369	1	0	12	-5	1	1	8	3	7	4	8	9	6		6	1															no
8521	2	4364	1	0	16	-4	3	1	5	5	8	6	4	5	7	0	5	2	5	1	3	5	4	1	2	3	1	2	1	1	3	7	no
28619	2	7342	1	0	15	-2	4	1	8	5	6	3	8	6	9	0	8	3	2	4	1	4	2	4	3	2	5	1	5	1	3	7	no
27580	2	2161	3	0	15	-5	1	2	2	5	2	6	1	10	1	0	5	1	2	3	5	3	3	2	4	5	1	5	4	4	2	6	no
4384	1	1857	5	1	13	-7	3	2	6	5	7	5	7	9	7	0	5	0	4	3	3	5	1	1	2	1	2	1	7	3	2	6	no
13963	2	2625	1	0	15	-2	3	1	9	2	8	3	6	8	4	3	7	3	5	5	2	4	5	2	2	2	6	1	3	2	2	6	no
1420	1	2049	3	0	14	-7	1	2	5	4	5	4	7	10	1	3	5	0	1	1	3	1	1	2	1	1	6	2	3	4	6	6	no
5841	2	2650	11	1	13	-7	1	4	6	2	3	5	2	6	2	0	1	2	3	3	4	3	1	1	4	1	2	2	7	3	1	7	no
5549	2	4491	1	0	14	-8	4	1	5	1	9	5	7	10	4	6	2	1	4	1	1	3	5	2	3	1	7	2	2	5	5	3	no
21178	1	664	1	0	16	-8	3	1	6	4	4	6	9	8	1	0	3	0	5	5	4	5	4	3	4	5	7	1	7	1	3	5	no
14891	2	1293	10	0	15	-4	1	4	6	3	5	5	1	3	1	0	1	0	2	1	5	1	1	4	2	4	7	4	4	5	5	6	yes
21576	2	3721	1	4	14	-7	5	2	3	3	7	4	2	9	3		4	1															yes
28047	2	2728	2	0	14	-7	3	1	5	5	3	5	3	6	1	3	8	2	3	5	3	4	2	1	1	1	5	2	7	4	4	7	no
4329	2	2733	5	0	13	-6	1	2	3	6	9	4	5	10	2	0	5	0	2	5	2	4	2	4	3	3	6	2	5	2	3	3	no
3324	1	4358																															no
10692	2	710	7	0	15	-6	1	3	3	7	5	4	2	6	2	0	2	0	4	5	2	1	2	4	3	5	6	4	6	1	5	7	no
14453	2	3382	0	1	13	-6	3	0	9	3	7	5	8	9	1	0	2	1	3	1	2	5	4	3	3	5	7	2	1	1	7	4	no
7879	2	3916	1	0	16	-2	1	1	2	8	8	4	7	10	2		8	2	1	1	4	5	1	1	1	3	6	2	1	6	3	6	no
21917	1	1245	7	0	13	-7	1	3	2	6	7	5	1	5	3	0	4	2	5	5	3	5	2	3	1	2	6	2	3	5	3	2	no
32660	2	1463	7	1	13	-4	3	3	4	3	8	5	3	7	2	0	3	0	1	5	3	2	2	5	5	1	5	5	1	1	1	2	no
35106	2	3033	2	0	14	-7	4	1	2	2	4	5	3	6	3	6	6	3	5	4	5	2	3	5	5	2	7	4	6	1	1	5	no
38499	2	3944	1	0	16	-9	1	1	1	3	9	4	5	1	1	3	8	0	1	1	1	2	5	1	1	5	7	2	1	4	5	7	no
13750	2	783	1	0	14	-8	1	1	5	1	7	5	4	10	1	0	5	1	5	5	5	1	5	3	1	5	5	3	7	5	1	4	no
29698	2	1371	1	0	16	-7	1	1	9	2	6	5	3	1	1	0	8	3	1	1	5	1	1	1	1	4	7	2	7	4	4	7	no
16072	2	5599	3	0	13	-9	3	2	6	4	7	5	4	7	2	0	1	3	3	2	3	5	2	5	5	3	2	6	7	1	2	5	no
4497	1	3302	1	0	16	-7	3	1	2	2	7	4	7	10	2		7	1															no
22450	2	2690	1	0	14	-8	1	1	1	1	6	5	8	7	4	3	2	0	5	1	1	5	5	5	2	5	3	2	3	4	5	6	no
22074	2	434	7	0	14	-7	3	3	5	2	7	5	3	10	8	0	1	1	1	1	5	1	5	5	5	1	7	7	7	5	6	7	no
385	2	2	1	0	11	-1	4	1	8	5	4	4	8	8	4	0	3	0	2	3	2	5	1	4	5	5	5	6	7	4	1	1	no
31978	1	1492	3	1	14	-9	3	2	7	2	3	4	7	9	5	6	6	3	4	1	3	3	1	4	4	1	5	1	7	1	3	7	no
38162	1	2513	1	0	14	-6	1	1	2	1	8	5	4	8	6		7	3															yes
18985	2	1705	9	0	13	-5	1	3	4	4	9	6	1	5	3	0	4	0	1	1	4	2	3	2	3	2	7	3	2	6	6	5	no
11278	2	1616	4	0	14	-5	1	2	1	1	9	6	1	7	2		3	0															no
4261	2	2727	1	0	12	-5	1	1	9	4	6	3	8	10	1		6	0															no
37299	2	1242	2	1	16	-9	1	1	2	9	5	2	6	10	1	3	3	2	4	2	3	1	2	5	2	2	3	1	7	3	4	7	no
5102	2	1076	1	0	16	-8	2	1	8	3	5	4	5	7	2	3	4	0	3	4	5	2	1	3	1	5	4	2	7	4	6	7	no
20983	2	11116	1	0	16	-9	1	1	1	1	9	6	3	1	1		1	0															no
22059	1	2322	1	1	14	-8	1	1	4	5	2	5	8	9	2		5	1															yes
35825	1	4123	7	0	14	-9	1	3	1	8	7	1	7	1	7		9	0															no
4377	2	1052	1	0	16	-9	1	1	2	3	3	3	8	9	1	3	8	3	1	2	5	5	2	1	3	4	5	3	7	4	3	4	no
34752	1	5095	1	0	14	-7	1	1	2	3	8	5	7	9	1	6	5	0	2	1	4	1	5	1	1	1	5	2	1	5	5	7	no
37973	2	2311	2	1	13	-2	2	1	9	6	5	4	6	6	5	0	5	0	5	5	5	5	5	5	1	2	6	3	1	1	6	6	no
25299	2	1951	1	0	13	-9	1	1	2	1	7	5	6	9	2	6	6	0	1	3	3	4	5	3	2	2	6	1	3	2	2	6	no
30736	1	493	11	0	13	-6	1	4	3	5	9	5	5	1	1	0	1	0	1	4	5	2	3	4	2	5	4	5	3	2	1	7	no
10933	2	908	13	0	13	-5	1	4	2	4	5	5	1	4	3	0	5	3	5	1	1	3	5	1	2	5	5	1	6	7	1	2	no
36263	2	1081	5	0	15	-6	1	2	4	7	4	5	3	10	6	3	3	0	3	2	4	2	5	5	2	5	4	1	7	2	6	7	no
10050	2	1490																															no
11989	2	5065	1	0	16	-9	1	1	2	2	5	5	8	1	1	6	1	0									2	1	1	6	6	7	no
6326	2	4316	2	1	15	-6	3	1	6	1	9	4	7	10	3	3	4	3	3	2	3	2	4	3	2	2	7	3	7	4	1	5	no
10667	1	875	1	3	15	-3	5	0	9	2	7	5	8	6	7		1	1															no
26428	2	1273	5	0	13	-7	1	2	3	2	9	6	1	3	1	0	8	0	2	4	2	3	1	2	5	2	2	1	7	1	5	7	yes
33673	2	2509	2	0	14	-7	3	1	9	6	5	4	8	9	2	3	5	0	4	2	5	1	4	4	4	1	6	2	1	4	6	6	no
20909	2	698	1	1	16	-7	1	1	7	3	3	6	5	8	1	3	5	1	1	1	3	2	1	1	5	1	6	6	7	4	2	3	no
19544	1	3510	1	1	16	-7	4	1	7	2	9	5	8	9	3	6	4	0	4	1	1	3	4	2	2	2	1	1	6	1	1	6	yes
3743	2	1942	2	0	13	-4	1	1	3	2	8	4	7	7	2	0	7	0	4	1	5	2	2	1	5	5	7	2	3	5	3	5	no
20599	2	2676																															no
24603	2	2283	1	0	16	-8	4	1	7	4	7	4	9	10	4	3	5	1	4	4	2	4	2	5	2	2	1	2	1	4	6	7	no
2499	2	4133	1	0	15	-8	4	1	5	3	9	4	7	9	2	3	3	3	3	5	5	5	4	4	5	4	7	1	7	2	6	6	no
9023	1	1013	2	0	15	-8	2	1	8	5	6	4	4	5	1	0	4	2	5	4	3	2	1	1	4	2	1	1	7	1	4	7	no
27017	2	1163	7	4	15	-5	3	3	8	5	5	5	2	4	6	3	1	3	1	2	4	3	1	2	1	5	6	6	4	2	7	6	no
7753	2	1573	3	0	15	-6	2	2	5	4	5	4	6	5	5	0	1	0	4	5	1	2	1	2	2	1	5	1	7	2	1	5	no
25620	1	2288	6	0	16	-8	1	3	5	3	7	5	6	2	1	0	1	0	4	4	4	5	3	2	2	3	1	1	7	1	5	7	no
35512	2	1953	5	0	15	-7	1	2	2	6	3	3	3	1	2	0	2	0	3	4	1	4	4	1	2	3	5	1	6	2	2	1	no
26582	2	2358	1	0	13	-9	1	1	4	1	8	4	6	10	8	0	7	2	4	4	2	4	5	3	1	4	3	2	7	4	4	7	no
33050	2	0	6	0	15	-2	1	3	6	9	6	4	5	4	3	0	1	0	1	2	4	2	3	4	3	3	1	4	7	6	4	7	no
27905	2	491																															no
18989	2	1291	7	0	13	-5	1	3	5	2	8	5	2	9	1	3	8	0	3	5	3	2	1	4	2	3	2	2	5	2	2	6	yes
23121	1	4481	2	1	12	-5	3	1	7	1	6	4	9	9	5		4	1															no
38471	2	1713	1	0	16	-6	1	1	2	2	8	5	4	4	1	0	9	0	2	5	3	4	1	5	2	1	4	2	1	5	4	6	no
12160	2	265	3	0	15	-7	1	2	2	8	9	5	7	8	1	0	4	2	5	1	2	4	1	3	4	1	5	1	4	2	1	5	no
3843	2	3586	2	0	16	-9	3	1	3	3	7	3	6	10	4	0	4	2	2	1	4	1	1	5	5	1	7	1	7	4	3	7	no
2588	2	4013	1	0	15	-1	1	1	3	6	6	4	2	7	6	0	4	0	2	5	5	2	4	1	5	1	4	6	7	1	3	6	no
4008	2	2007	3	0	14	-6	1	2	9	6	3	4	4	4	7	0	4	3	3	1	5	2	1	5	1	5	4	1	3	6	6	6	no
15431	2	4243																															no
17587	2	2894	3	0	13	-5	1	2	9	9	4	4	2	8	6	6	6	0	2	5	4	3	1	4	5	1	6	1	3	7	2	6	no
25811	2	2825	1	0	13	-3	2	1	8	6	7	2	8	6	3	3	7	2	3	4	3	4	4	5	2	1	7	3	2	4	4	5	no
10791	2	3599	6	1	15	-6	1	3	4	4	8	4	2	5	2	0	1	0	5	1	2	1	1	1	5	3	5	4	2	5	3	7	no
19929	1	2218	3	0	16	-9	1	2	3	5	7	4	5	10	1	0	1	3	2	4	4	5	1	3	2	2	5	2	7	4	4	7	no
30715	2	267	6	0	13	-6	1	3	3	1	9	6	4	9	1	0	5	0	3	4	4	1	1	2	2	3	7	1	6	2	1	2	no
4039	2	3363	3	0	14	-8	1	2	5	2	7	5	3	10	1	0	5	1	1	5	5	1	1	1	5	1	7	3	7	5	1	5	no
9899	1	1786	2	0	12	-6	3	1	9	7	8	3	9	10	7		2	1															no
26737	1	1566	2	1	16	-8	1	1	9	4	8	4	6	10	1	3	2	3	4	1	4	5	1	4	4	2	7	1	7	2	4	6	yes
14987	1	1538	10	1	13	-7	2	4	6	9	3	2	8	2	5	0	8	0	5	1	3	5	4	3	2	2	1	1	7	1	5	7	no
532	1	5575	3	0	12	-2	1	2	6	5	9	5	3	4	2	0	2	0	2	1	4	2	5	1	3	3	7	1	7	2	1	2	no
8657	1	329	1	0	16	-9	1	1	1	2	7	5	2	10	1	0	9	3	2	1	5	1	1	2	1	5	5	1	1	1	7	7	no
22673	2	1973																															no
3420	1	5358	4	3	16	-7	1	2	9	6	6	4	4	4	7	6	4	0	5	5	5	5	2	5	5	1	4	1	7	3	6	6	no
14770	2	1318																															no
18051	2	1657	1	1	16	-9	3	1	6	4	7	5	6	2	1		4	3															no
8623	2	888	2	0	15	-3	1	1	2	1	7	5	8	8	3		5	0															no
38113	1	704	2	1	14	-7	5	1	3	9	9	3	9	10	1	3	3	1	1	5	3	3	2	4	5	1	6	6	7	4	5	6	no
33591	2	6461	1	0	15	-8	1	1	1	7	7	4	8	10	2	0	6	1	3	4	3	2	5	4	2	4	7	2	7	5	4	5	yes
24439	1	3483	4	0	14	-8	1	2	7	4	7	4	5	5	2	3	3	0	5	3	5	4	2	5	5	2	1	1	6	2	2	5	no
23844	2	31																															no
36841	2	3479	1	0	14	-4	3	1	2	2	7	3	6	10	4		6	2															no
15396	2	1130	2	0	16	-8	1	1	1	1	9	5	6	10	2	0	5	2	1	1	2	5	1	4	4	2	5	2	3	4	5	7	no
2649	2	3229	1	0	16	-7	4	1	9	4	7	5	9	9	3	6	4	0	5	1	1	3	4	1	1	2	1	1	6	1	1	4	no
37130	2	2254	2	0	14	-5	1	1	5	1	7	4	5	10	2	0	7	0	2	4	5	1	2	3	4	1	3	2	3	5	5	4	no
20584	1	4024	1	0	13	-3	1	1	7	2	8	4	9	8	10	6	2	0	3	2	2	3	5	5	1	4	7	2	3	5	4	4	no
16362	2	1240	6	0	16	-8	4	3	3	2	8	6	3	6	2	6	1	0	2	5	5	1	1	5	5	3	2	1	7	1	2	6	no
3112	2	1492	2	0	15	-6	1	1	2	9	7	3	7	3	2		4	0															no
24132	2	2429	1	0	13	-4	1	1	7	1	9	5	7	9	3	0	2	0	4	1	1	4	1	2	2	1	6	3	1	1	5	6	no
28087	1	2097																															no
23062	2	6291	1	0	14	-6	3	1	5	8	4	3	2	9	2		8	1															no
20198	2	3872	1	0	14	-8	3	1	3	7	5	3	5	6	2	6	5	0	4	1	3	2	1	3	5	3	5	2	7	1	3	7	no
6855	2	1349	5	0	13	-9	1	2	2	8	4	5	8	8	1	0	4	1	5	3	5	4	1	3	5	1	1	1	6	1	2	5	no
17171	2	3518	5	0	14	-7	1	2	4	3	6	4	3	8	2	0	3	0	1	4	5	1	4	5	1	3	4	1	7	4	3	6	no
8823	1	1794	5	0	15	-9	1	2	4	4	9	4	3	10	3	0	2	0	1	5	3	3	5	5	1	4	3	1	6	7	2	6	no
26819	2	131	1	0	12	-8	1	1	6	3	6	5	3	9	1	0	5	0									3	1	1	6	5	6	no
18617	2	1064	2	1	15	-8	3	1	3	7	8	4	4	8	3	6	2	3	5	4	2	3	1	2	4	1	2	6	7	2	5	5	no
12517	2	3059	1	0	16	-9	1	1	5	6	8	4	7	9	4	0	4	0	5	5	5	2	1	1	5	5	2	1	7	3	6	6	yes
31161	2	3648	2	0	14	-9	1	1	4	1	7	4	6	9	4		5	1															yes
29056	2	3087	1	0	15	-4	4	1	6	8	6	3	8	7	2	3	2	1	5	4	2	3	3	1	5	2	1	3	3	4	2	5	no
32764	2	1836																															yes
13348	1	2438	1	0	16	-8	1	1	9	1	5	6	7	10	2	3	5	3	4	4	2	4	5	1	1	2	1	1	1	2	5	7	no
5700	2	1513	2	0	15	-8	1	1	1	2	6	5	6	7	3	3	5	0	5	1	3	3	2	2	4	2	4	1	3	2	2	7	no
19358	1	3044	1	2	16	-9	1	1	9	2	8	4	6	1	2	3	2	3	1	3	5	1	1	2	4	2	1	2	2	4	6	7	no
