ID	payment_type	power_consumption	HHH	HGEW	MTREG0G	MTKAU0G	MTSTR0G	MTBEB0G	MTSTA0G	MTBON0G	MTADE0G	MTALT0G	MTFAM0G	MTKDI0G	MTKLE0G	MTKKL0G	MTKGB0G	MTKGL0G	SCMWGR2	SCMWGR3	SCMWGR4	SCMWGR5	SCMWGR6	SCMWGR7	SCMWGR21	SCMWGR22	PHARM1	PHARM2	PHARM3	PHARM4	PHARM5	PHARM6
31188	2	3896	1	0	14	-8	1	1	2	1	7	4	7	10	1		4	1														
12749	2	3145	1	0	14	-8	1	1	2	3	7	4	8	8	2	0	1	0	2	2	4	4	5	5	4	2	6	2	2	5	6	5
16430	2	1789	6	0	16	-9	3	3	3	4	7	6	5	4	3	0	7	1	1	1	5	1	1	4	1	1	7	6	7	5	5	5
5940	2	2691	1	0	14	-8	1	1	2	3	8	4	6	7	1	3	7	0	1	4	4	4	2	2	5	2	6	4	1	4	2	6
11139	1	5679	1	2	12	-4	2	1	9	2	7	4	9	8	5	3	7	3	1	1	5	3	3	4	1	3	6	1	6	6	2	1
4656	2	2184	3	0	13	-9	1	2	2	6	7	4	4	10	2	0	3	0	3	4	4	3	3	4	1	3	6	1	7	4	3	7
20661	2	1367	5	1	16	-6	1	2	3	5	8	5	4	6	6	6	7	3	3	4	4	5	5	1	1	3	7	3	6	1	2	2
8303	2	834	8	0	13	-7	1	3	2	4	3	5	3	9	3	0	5	0	5	3	3	3	1	4	3	3	6	2	5	2	2	5
10661	1	6845																														
29653	1	3367	2	1	13	-4	1	1	5	8	9	4	5	6	5	0	8	0	4	2	1	1	4	2	4	2	1	3	2	1	6	5
6835	2	1196																														
23158	2	6779	1	0	14	-9	1	1	9	1	2	6	5	10	1	3	6	0	3	5	5	2	5	5	1	2	4	1	3	5	6	6
35685	2	2131	1	0	16	-6	1	1	3	3	2	4	7	5	4	0	2	0		1			4				6	1	1	6	6	7
24729	2	5796	1	2	13	-3	2	1	4	2	7	5	6	10	2	0	3	2	1	1	5	1	1	1	2	5	7	3	1	6	1	2
21925	1	4	2	1	12	-3	2	1	9	6	4	4	6	9	8	3	5	0	4	5	5	3	3	5	3	5	7	1	7	4	2	1
28122	1	0	2	1	13	-3	1	1	7	8	4	4	3	5	2	0	1	0	3	2	3	1	1	3	2	2	7	2	1	1	6	6
24516	2	1852	6	0	13	-5	1	3	4	6	1	4	4	10	1	0	4	0	1	5	4	1	3	5	1	5	7	4	7	6	4	1
8274	2	1938	2	0	16	-9	3	1	2	7	7	3	8	10	1	3	5	1	3	1	1	5	1	4	5	2	7	1	7	4	1	7
18853	2	2862	1	0	12	-6	1	1	3	3	9	4	6	10	4		4	0														
38060	1	4992	1	0	14	-4	1	1	2	1	9	4	6	8	1		9	0														
9235	1	501	1	0	16	-7	1	1	2	1	9	4	7	8	5		4	1														
25572	2	69	4	0	16	-6	3	2	2	3	7	4	3	10	2	0	6	0	5	5	1	4	3	5	1	3	4	1	3	7	1	6
17742	2	1162	6	0	14	-8	1	3	1	3	9	6	1	8	1		9	1														
25310	2	3129	1	0	13	-6	1	1	3	7	5	3	1	10	1	0	2	1	1	2	4	1	3	3	2	5	7	2	2	5	6	5
33985	2	2711	1	0	12	-9	1	1	6	7	5	4	6	7	4	3	5	3	3	4	2	1	5	5	1	5	6	3	2	4	3	4
6956	2	0	1	1	16	-8	3	1	2	1	8	6	4	6	4	0	5	1	1	4	5	2	2	2	2	2	3	1	1	2	7	6
31633	2	495	7	0	16	-9	1	3	1	2	5	6	1	4	1	0	7	0	2	4	2	2	1	3	3	2	5	1	6	1	2	6
38435	2	185	1	0	14	-9	1	1	1	1	6	4	8	10	1	6	8	2	4	5	5	5	1	4	5	3	7	2	1	5	6	6
19571	2	1230	1	0	16	-9	3	1	3	1	9	6	5	7	1	0	1	3	3	1	3	2	1	5	4	1	7	2	7	4	3	7
29718	1	0	4	2	13	-4	3	2	3	9	4	2	3	9	5	6	6	3	2	5	3	5	4	5	3	2	2	3	1	2	3	7
33460	2	2491	1	0	15	-7	1	1	3	1	9	5	7	10	2	0	5	3	4	3	1	5	1	3	3	2	7	1	4	2	2	5
37371	1	0	0	1	16	-7	4	0	3	8	4	2	8	1	1	3	5	2	1	2	3	5	1	1	3	1	7	7	7	6	5	6
3846	2	8369																														
37633	2	3661	1	0	15	-5	1	1	2	1	6	4	5	6	2	3	7	0	5	4	4	2	2	4	4	3	6	1	1	2	3	7
34528	2	1704	9	1	15	-4	3	3	4	6	5	4	4	7	1	0	2	1	2	2	5	1	1	5	2	2	5	4	2	5	3	5
38017	2	3172	1	0	13	-2	3	1	9	1	6	6	7	9	6	3	6	0	4	1	5	4	1	2	5	5	4	2	1	1	6	5
29861	1	3212	1	0	14	-8	3	1	8	5	6	3	8	7	6	6	1	1	4	4	3	4	4	3	1	3	7	3	2	1	3	6
16157	2	633	5	1	13	-7	1	2	9	3	6	5	3	6	1	0	5	1	2	4	2	3	2	5	5	1	6	1	7	3	6	5
13594	2	1989	1	0	14	-6	1	1	2	7	8	5	3	2	1	0	5	0	1	4	5	3	2	1	2	2	5	1	7	4	2	6
18018	2	4095	3	0	14	-5	1	2	8	6	8	4	9	6	1	0	8	0	3	4	3	4	1	4	5	1	6	1	3	3	2	6
16884	2	1805	4	0	15	-1	3	2	7	3	3	5	4	6	1	0	5	0	5	1	1	5	1	1	5	4	1	6	7	1	7	4
13098	2	634	1	2	15	-5	1	1	8	2	7	4	8	8	4	0	1	2	3	2	5	4	3	3	4	1	1	4	6	4	2	1
33929	2	826	1	0	16	-8	3	1	1	9	2	4	7	10	2		8	1	5	1	1	5	1	1	5	4	5	1	7	3	2	7
20981	1	6720	2	1	14	-9	1	1	2	3	7	4	4	10	1	0	4	1	1	1	5	1	1	1	5	5	5	2	5	6	4	5
4792	2	3191	1	0	14	-5	1	1	2	3	9	4	6	10	5	3	4	0	1	1	4	5	5	4	1	3	7	6	3	2	6	6
10771	2	790	6	0	15	-1	1	3	3	1	8	6	1	6	1	3	7	2	2	5	4	2	3	2	1	4	2	1	7	1	5	6
1071	2	4855	1	1	12	-4	1	1	3	1	9	5	8	9	4	0	8	0	1	2	3	4	1	3	3	1	2	7	7	4	3	6
18155	2	3015	1	0	16	-8	1	1	1	4	4	4	7	10	1	0	7	1	3	1	3	5	1	5	4	1	5	2	1	5	3	4
32546	2	2128																														
18401	2	12734	1	0	15	-6	4	1	8	4	5	5	9	7	2	0	7	1	1	5	2	4	1	2	1	2	7	3	5	1	4	6
16169	2	1522																														
19242	1	5791	1	0	16	-8	1	1	2	2	9	7	4	10	2	3	6	1		1			1				1	1	1	2	7	7
8162	2	2157	1	0	14	-5	4	1	4	3	5	6	6	9	1	6	9	0	5	3	1	2	3	4	4	2	1	1	7	4	1	1
23917	1	3935	2	0	12	-6	3	1	4	8	5	3	4	8	2	3	9	1	5	3	1	5	2	2	4	2	6	1	7	4	1	2
26387	2	4709	1	0	14	-7	3	1	2	6	9	3	7	10	1	3	7	1	1	1	2	1	1	4	5	1	1	4	7	4	1	3
32484	1	5639	1	0	13	-3	4	1	8	2	1	4	7	2	8	0	7	0	2	3	1	3	2	5	1	5	6	5	3	5	6	5
3283	1	2193	6	0	13	-9	1	3	4	4	8	5	4	3	1	0	1	0	5	2	4	3	3	1	3	2	3	1	6	3	1	7
3332	2	6292	1	0	16	-8	4	1	4	2	9	6	7	10	2	0	2	0	3	3	3	4	3	5	3	1	7	2	7	4	3	6
11704	2	1639	1	0	16	-7	3	1	6	2	4	5	6	9	1	0	5	2	1	3	4	4	1	2	4	1	1	4	1	1	3	7
15133	1	2149	3	0	13	-5	1	2	5	9	9	3	3	7	6	0	5	2	5	2	4	4	1	2	5	1	4	1	3	1	2	6
20471	1	4668	1	1	16	-8	1	1	1	9	6	3	6	9	1		9	0														
32840	2	1120	6	0	15	-2	1	3	2	6	3	4	2	6	8	0	1	0	5	5	5	4	4	3	1	3	1	1	7	1	3	5
24814	2	2485	1	0	12	-6	1	1	3	2	5	3	8	5	2		3	2														
16545	1	919	3	0	16	-7	1	2	2	3	8	4	4	10	1		8	1														
30066	2	1843	1	0	14	-9	3	1	7	1	5	4	9	10	2	3	3	1	4	1	2	1	1	3	3	2	6	1	6	3	5	7
18175	2	1706	6	0	16	-7	1	3	3	7	4	3	2	7	8	0	7	3	2	4	4	5	1	3	3	2	7	4	7	5	4	2
13742	2	1986	1	0	13	-7	1	1	3	2	7	4	4	2	1		6	0														
27931	2	3727	4	0	15	-3	1	2	7	3	9	5	4	6	2	0	1	0	4	4	3	1	1	3	2	3	1	1	7	1	6	7
32447	2	741	1	0	15	-5	1	1	9	7	7	4	6	2	6	6	5	2	5	3	2	5	1	4	5	2	2	1	7	2	5	6
2561	2	1910	4	0	13	-7	1	2	9	3	9	4	4	7	2	0	7	0	4	3	2	2	3	1	1	3	6	1	6	1	5	7
7770	2	1384	5	0	13	-5	1	2	4	3	8	6	6	8	2	0	6	1	2	3	3	3	1	3	2	2	6	4	2	6	6	5
29230	1	3957	2	0	16	-7	1	1	1	7	6	3	8	10	2	0	5	0	3	3	2	5	4	5	1	2	3	1	7	1	6	5
29341	2	5034	1	0	13	-9	1	1	9	2	3	4	5	8	5		6	3														
7621	2	6452	1	1	16	-8	1	1	2	1	5	5	4	10	1	0	7	2	1	1	1	1	5	3	5	5	3	6	7	2	6	7
2077	2	1917	1	0	14	-9	1	1	1	2	9	5	4	10	1	0	7	1	4	1	2	4	2	5	5	1	3	2	7	4	4	7
20148	2	4879	1	0	13	-9	1	1	2	2	8	4	8	9	3	0	2	3	5	3	2	5	3	1	5	3	6	1	6	1	4	6
25291	2	1572	1	0	13	-8	1	1	2	2	8	4	7	10	2	0	6	1	5	1	2	3	1	1	5	3	1	1	1	1	5	7
186	2	334	1	0	14	-8	1	1	9	3	6	4	9	6	1		4	0														
29199	2	1384	3	0	15	-8	3	2	8	5	8	5	4	10	3	0	4	1		4			1				2	6	7	1	2	6
8239	2	684	2	0	14	-7	3	1	2	3	8	5	7	10	4	3	8	2	3	5	5	1	1	5	5	2	2	1	7	3	2	5
8460	2	5137	1	0	12	-5	3	1	3	2	8	3	6	10	4	3	7	1	2	1	5	5	2	3	3	1	2	4	7	4	1	6
18233	2	2137	7	0	16	-8	1	3	9	2	8	5	1	10	1	0	3	0	3	5	4	4	1	5	1	3	7	4	5	6	5	7
17591	2	7296	2	0	13	-5	3	1	6	1	9	4	9	10	3	0	6	0	5	4	2	4	5	5	4	3	5	1	7	2	1	3
6276	2	3096	1	0	14	-7	1	1	1	1	9	5	4	2	3	0	7	0	1	5	5	5	5	5	3	1	6	1	1	7	4	7
37798	2	726	7	1	13	-5	1	3	6	2	9	4	2	6	2	3	7	0	4	4	4	3	1	3	4	4	7	1	7	2	4	6
5674	2	1650	1	0	16	-8	3	1	4	2	8	6	7	10	1		4	1														
10414	2	1253	2	0	16	-8	1	1	9	9	6	2	9	7	3	0	6	1	1	1	3	3	1	2	3	1	2	3	5	4	3	2
25869	1	1489	1	0	16	-7	1	1	1	5	8	4	8	9	3	6	8	0	1	5	1	2	4	4	3	3	1	2	6	2	1	6
4122	1	704	6	1	16	-8	1	3	1	8	2	5	2	10	1	0	6	0	4	5	5	1	5	3	2	4	4	1	4	5	5	6
30694	2	1503	4	0	16	-8	4	2	2	5	3	4	6	7	2	6	3	0	4	3	3	3	1	5	4	2	2	1	7	7	2	7
19123	2	3395	4	0	14	-3	1	2	2	7	7	4	2	8	1	0	8	0	5	5	4	3	5	5	5	3	3	1	6	2	1	3
31594	2	2748	2	0	16	-8	3	1	3	3	5	4	6	10	2	3	2	2	5	2	1	4	5	1	3	4	5	6	7	2	2	7
31271	2	2325	2	0	13	-5	1	1	7	4	5	5	6	6	6	3	4	3	3	4	4	3	2	3	4	1	6	2	1	4	6	6
7840	2	877																														
17250	2	2078	5	0	15	-1	1	2	7	2	8	6	3	3	1	0	7	0	3	4	3	5	2	1	5	3	1	1	7	1	4	4
6040	2	1778	6	0	15	-4	1	3	2	6	5	4	4	3	2	0	4	0	4	3	2	3	1	4	1	1	1	1	7	7	5	7
5017	2	2358	2	0	14	-6	2	1	6	6	8	4	6	8	2	0	4	2	1	5	4	4	1	3	1	1	1	2	1	1	1	7
10659	1	7806	1	0	16	-9	1	1	1	4	3	3	5	8	3	0	6	0	1	5	5	1	1	2	3	1	6	1	1	4	7	7
37887	2	429																														
11452	1	706	4	0	15	-2	2	2	6	6	9	5	6	9	6	0	5	0	4	5	4	2	2	5	3	4	5	1	7	1	4	5
21530	2	4568	1	0	14	-8	1	1	6	1	9	5	6	6	1	0	4	2	2	4	5	1	1	4	1	2	7	1	1	6	6	7
27946	1	4164	2	0	14	-9	1	1	4	1	9	5	8	10	1		8	1														
8478	2	885	4	3	13	-5	2	2	7	7	3	4	4	4	10	6	9	3	5	5	4	5	1	1	5	3	6	2	6	2	1	6
25283	2	6431	2	0	15	-3	4	1	4	1	5	5	7	9	3	3	4	2	5	4	1	3	4	5	2	3	7	1	3	3	1	5
24900	2	1371	8	0	15	-5	1	3	2	2	9	7	2	10	1	0	6	1	2	1	4	1	2	4	1	2	7	4	2	5	3	5
37650	1	2789	6	0	12	-2	1	3	3	4	7	5	1	3	1	0	2	0	1	3	3	5	1	3	3	3	6	1	6	5	1	1
7332	2	2574	1	0	16	-8	1	1	1	2	7	5	6	9	4	3	1	1	4	4	4	2	2	3	5	5	7	2	7	4	3	6
20800	2	1910	1	0	16	-9	4	1	2	2	9	5	4	8	1	6	2	3	1	4	3	2	4	3	1	2	1	7	7	4	6	7
31984	2	2072	7	0	15	-7	1	3	2	4	9	5	1	8	1		5	1														
3059	2	2997	1	0	15	-9	3	1	3	6	6	4	6	9	1		5	2														
1885	2	1566	1	0	16	-7	1	1	9	3	3	4	6	8	4	6	5	3	1	1	4	1	1	2	5	5	4	1	7	1	1	6
4843	2	3022	2	1	16	-7	1	1	6	3	7	3	7	10	1	3	5	3	1	1	5	5	3	4	5	2	6	1	1	7	5	6
17708	2	3326	1	0	16	-8	1	1	4	2	6	6	4	1	1	3	5	0	2	2	4	3	1	2	2	1	5	2	7	4	2	6
9647	2	2973	4	0	16	-6	1	2	3	6	2	4	3	8	5	0	6	3	1	4	5	1	1	3	2	1	6	3	7	5	2	1
38551	2	3671	3	0	13	-6	1	2	2	2	5	6	1	9	2	0	5	0	2	4	3	1	3	3	2	2	1	1	2	2	3	7
17247	2	1593	1	0	16	-8	1	1	1	4	8	6	4	7	1	0	4	0	1	1	5	2	1	2	4	3	5	1	1	3	7	7
2017	1	282	5	0	15	-2	1	2	3	4	8	4	3	4	1	3	4	0	4	2	4	5	2	1	3	4	1	1	7	2	3	2
36110	2	1395	6	0	15	-4	1	3	3	4	4	3	2	6	2	0	8	0	5	4	2	1	4	3	3	2	1	1	5	2	7	6
19138	2	3281	1	0	16	-7	1	1	2	3	7	4	9	9	1	0	4	0	3	3	2	5	5	3	2	4	6	1	1	1	5	6
6565	2	3924	1	0	16	-8	3	1	7	5	8	4	8	7	1	3	6	0	5	1	4	4	1	5	4	2	5	1	3	2	2	7
35443	2	2234	1	0	16	-8	1	1	1	2	6	4	4	8	4	0	2	2	2	4	5	2	1	1	1	4	6	2	7	5	1	4
22453	2	3461	1	0	14	-8	3	1	4	1	9	5	7	9	1	6	4	1	2	2	2	2	5	2	4	1	1	4	7	1	1	3
15585	2	3689	1	0	16	-9	1	1	2	7	4	1	8	10	2	0	5	1	3	1	4	1	1	2	4	3	7	3	7	5	1	4
24953	1	1910	3	0	16	-6	1	2	1	5	8	7	1	5	1	0	2	0	4	2	4	2	1	1	1	4	1	1	7	7	6	7
19122	2	1272	1	0	16	-6	3	1	5	4	5	4	8	10	6	3	4	1	2	3	4	4	3	5	2	2	5	2	1	4	3	5
21842	2	3088																														
29881	2	2406	2	0	13	-6	3	1	6	4	6	5	6	8	1	3	7	1	5	3	3	4	4	1	5	1	1	6	7	2	2	6
35194	2	1673	2	0	15	-7	3	1	4	6	8	4	5	3	3	0	3	0	5	5	4	3	2	3	4	3	2	1	6	2	1	4
15684	2	2690	1	0	16	-7	1	1	6	2	5	5	9	10	2	0	3	3	2	5	4	1	1	2	4	1	7	1	7	3	4	7
31095	2	2496																														
20846	2	1297	1	0	14	-5	5	1	4	1	2	6	3	10	6	0	6	1	5	5	1	1	1	2	3	1	1	2	6	1	1	6
29470	2	1806																														
26113	1	8976	2	2	16	-8	3	2	3	7	8	4	8	4	3	3	5	0	2	1	3	2	2	3	3	1	1	3	3	4	1	2
2901	2	369	4	0	16	-8	1	2	5	2	7	6	3	5	2	0	7	0	5	5	2	2	1	5	1	1	5	1	3	1	2	7
16156	2	2597	4	1	14	-8	3	2	7	7	3	4	9	7	5	6	4	1	2	5	4	2	2	4	1	4	5	1	7	4	6	6
15849	1	6869																														
28958	2	666	2	0	16	-9	1	1	1	5	7	5	6	10	1	3	7	0	5	2	3	4	1	1	3	2	6	2	7	1	6	6
25491	2	6739	1	0	16	-6	1	1	2	2	8	5	5	5	1	0	6	2	5	5	1	2	2	3	4	2	2	1	2	1	2	7
11476	2	3423	1	0	16	-6	2	1	9	4	5	4	1	10	2	3	3	0	1	4	5	5	4	4	1	1	7	3	1	1	7	7
35147	2	1372	19	0	15	-6	1	4	7	4	5	5	1	4	8	0	5	0	5	1	1	2	4	5	1	4	6	4	7	3	4	7
29031	2	764	1	0	14	-5	1	1	8	2	1	5	4	10	7	6	5	0	2	3	3	5	3	3	2	1	6	2	1	5	5	6
14085	1	0	4	0	15	-3	3	2	4	3	5	5	6	9	3		1	0														
36444	2	1678																														
18894	1	1516	1	1	16	-9	1	1	1	4	9	4	6	4	1	6	3	3	5	3	2	4	3	5	1	1	2	1	6	1	5	7
20710	2	3478	1	0	15	-7	3	1	4	7	7	5	6	9	1	0	5	1	1	1	1	5	5	5	5	4	1	1	5	5	7	7
6706	2	1587	8	0	13	-5	1	3	5	4	5	3	4	10	3	3	6	1	2	5	3	4	3	3	2	3	1	2	7	2	2	6
8728	1	806	1	0	14	-3	3	1	6	3	9	4	7	8	8	3	2	2	4	4	4	2	3	4	3	1	7	3	4	5	2	3
10442	1	0	6	9	11	-3	2	4	9	9	1	3	7	2	4	0	8	0	2	4	5	2	1	1	5	1	4	3	7	4	2	1
21623	2	1360	1	0	16	-7	1	1	6	8	5	7	4	6	3	6	5	2	2	1	1	4	1	1	1	2	7	1	1	4	7	7
3976	1	4681	1	0	16	-8	1	1	2	1	2	5	6	9	3	3	8	1	2	5	5	1	1	2	5	4	5	1	2	2	6	7
8320	2	3243	4	2	13	-4	2	2	8	8	3	4	5	5	1	3	9	0	1	2	5	1	1	1	5	1	5	3	1	1	3	1
12317	1	6757	1	0	15	-9	1	1	1	3	8	4	5	10	2	6	7	1	2	3	4	1	1	1	2	1	6	1	1	4	7	7
30228	2	1157	6	0	16	-7	1	3	1	7	9	6	1	4	2	0	4	0	4	5	2	5	2	1	4	4	6	1	7	1	5	7
15546	2	0	3	2	15	-4	3	2	9	8	8	3	4	7	4	6	6	0	1	1	3	5	4	1	1	1	7	7	7	3	6	5
11256	2	2719	2	0	16	-7	1	1	8	5	4	5	9	9	3	6	7	2	3	1	2	3	1	3	3	1	2	2	7	1	7	7
12975	2	483	1	0	13	-3	3	1	8	1	7	4	6	3	4		3	0														
7505	2	4564	2	0	16	-8	1	1	1	5	9	4	3	4	5	0	5	0	2	4	4	1	3	4	1	5	5	1	3	3	1	7
4425	1	1486	1	0	13	-9	1	1	2	7	5	4	8	10	1	0	1	0	5	3	2	5	4	1	4	2	6	1	2	1	2	6
17908	1	3100	3	0	14	-9	1	2	1	6	8	4	6	10	1	0	6	0	4	1	1	5	5	5	1	3	7	1	7	5	1	7
19869	1	1726	1	0	16	-8	1	1	6	4	7	4	7	10	1	0	2	3	4	1	4	5	1	1	3	1	6	1	7	2	2	2
4566	2	4147	3	1	16	-8	2	2	9	2	8	6	5	8	2	0	2	0	5	5	4	2	1	5	3	2	6	1	7	2	2	4
15703	2	2464	1	0	16	-8	1	1	1	1	8	5	8	6	2	3	4	1	5	1	3	5	3	4	2	1	6	1	1	7	3	6
24159	2	2909	1	0	16	-9	4	1	5	4	8	6	6	5	2	6	3	0	1	1	4	4	2	4	2	2	1	1	1	1	7	7
1584	1	352	8	0	13	-7	1	3	2	6	5	4	8	10	2	0	8	1	1	5	1	4	3	5	1	2	4	2	5	3	1	7
34786	2	4154	1	0	14	-8	3	1	4	1	7	5	8	9	1	0	4	1	1	1	3	2	3	1	5	1	7	4	5	5	1	5
19542	1	4080	1	0	14	-9	1	1	1	1	9	7	5	1	1	3	1	0	5	5	4	1	1	5	3	4	7	1	1	5	6	7
19027	2	2251	2	0	15	-5	1	1	3	1	7	5	9	7	3	3	5	2	5	3	2	3	4	3	1	2	7	2	2	4	5	4
30480	2	2282	8	1	16	-7	3	3	2	5	7	3	3	5	1	3	8	0	3	3	2	2	4	5	2	4	6	3	2	6	3	6
26258	1	5506	2	0	14	-9	3	1	4	7	8	7	8	9	1		3	2														
25677	1	3217																														
37202	1	3330	1	0	14	-5	3	1	6	5	7	4	8	10	1	3	7	0	1	4	3	5	3	3	1	1	7	4	2	4	1	5
10990	2	5051	2	0	16	-8	2	1	5	5	7	5	8	8	1		7	0														
26821	2	1161	2	0	14	-6	1	1	1	4	6	4	6	1	1	0	5	0	3	5	4	4	5	2	2	4	5	2	1	5	3	4
3575	2	1753																														
35591	2	4255	2	0	14	-9	3	1	5	5	2	4	5	10	1	3	7	2	4	5	2	5	4	5	1	2	5	5	1	4	2	7
33888	2	1046	4	3	13	-5	2	2	4	3	9	4	1	5	1	0	5	0	2	5	5	2	4	3	4	1	3	7	7	5	1	5
15715	2	3394	2	0	12	-2	1	1	7	4	8	5	9	9	5	6	3	1	4	4	3	5	2	5	2	2	7	2	7	3	1	1
36242	1	3389	1	0	16	-9	1	1	8	2	7	4	8	10	3	0	4	1	5	1	5	5	2	5	1	2	3	2	1	5	5	6
23889	2	1																														
30492	2	2359	6	0	14	-6	1	3	3	3	9	4	5	7	4		5	0														
19981	2	2603	7	1	16	-8	1	3	2	6	9	5	2	10	2	3	7	0	4	4	4	4	4	3	4	4	4	2	5	3	1	5
31108	1	0																														
7423	2	2070	1	1	16	-4	2	1	7	7	6	5	6	5	4	6	3	2	5	2	1	5	4	1	5	1	3	2	5	1	2	7
11050	1	1997	3	1	13	-2	1	2	7	9	6	4	7	6	4	3	6	1	4	1	2	5	4	3	4	5	6	3	1	1	6	6
6484	2	5499	1	1	15	-5	4	1	7	3	8	4	9	10	7	0	4	0	5	5	1	5	5	5	3	4	6	1	1	1	3	7
23279	2	1728	2	0	14	-4	1	1	6	5	9	5	2	4	2		9	0														
30947	2	4994	1	0	14	-9	1	1	3	2	8	4	6	10	1		2	0														
36830	2	2596	1	1	16	-7	2	1	8	6	5	4	8	9	5	3	6	0	5	5	2	5	5	3	4	1	3	1	7	4	6	6
3030	2	1968	3	0	15	-4	1	2	9	2	9	5	6	2	9	3	4	2	5	1	3	5	5	1	1	4	7	4	2	4	1	6
6837	2	3348	1	1	12	-6	1	1	3	1	6	5	3	4	1	3	4	0	5	3	3	3	1	2	2	2	1	1	1	7	3	6
5611	2	317	5	0	15	-5	1	2	4	1	9	5	5	1	1	3	6	0	4	5	5	1	1	1	1	1	4	1	7	4	2	7
8173	1	3283	1	0	16	-7	3	1	2	8	7	4	9			0			5	5	2	5	5	2	3	4	7	2	1	7	4	6
13951	1	1751	1	0	14	-7	3	1	2	8	4	4	8	9	1		2	0														
15349	2	863	1	0	14	-8	1	1	1	1	9	5	6	9	1	3	7	0	3	3	2	4	3	3	4	1	1	7	7	1	4	5
36807	2	2209	4	0	16	-8	1	2	1	2	8	5	1	6	3	3	8	3	5	1	3	3	1	3	5	1	5	1	4	3	1	3
24386	1	1498	2	0	16	-9	1	1	4	7	7	5	5	9	1	3	9	0	1	1	4	1	3	3	3	4	2	1	4	4	6	5
510	2	1916	1	0	16	-9	3	1	3	4	6	4	5	10	1	3	6	0	1	1	4	2	1	3	3	1	1	3	3	1	4	6
34185	2	1810	7	0	13	-6	1	3	4	7	6	4	5	4	2	0	2	0	5	4	4	2	1	3	4	1	5	1	7	1	5	5
18229	2	2301	1	0	16	-9	1	1	9	2	9	4	4	10	3	0	5	1	3	3	2	1	1	3	3	1	5	1	1	3	7	7
29634	2	5225	1	1	14	-3	3	1	9	3	4	3	8	10	3	3	6	2	1	1	5	2	1	3	1	1	5	7	7	4	3	5
16752	2	1818	2	0	16	-9	1	1	1	5	4	6	7	10	3		6	1														
18598	2	3766	1	0	12	-6	4	1	6	3	8	6	9	9	4	3	4	0	5	1	5	5	2	2	5	5	5	4	7	5	2	1
6323	2	3529																														
34665	1	2301	4	0	16	-9	1	2	1	6	8	5	5	8	2	3	6	1	1	1	4	2	2	1	2	2	6	2	1	4	4	7
31464	1	1200	4	0	13	-4	1	2	4	7	9	6	6	4	8	6	7	0	5	4	3	2	5	1	5	2	7	1	1	3	2	7
35846	2	8023	2	0	16	-9	1	1	1	1	5	4	8	9	1	0	7	3	5	1	1	5	4	5	4	2	5	1	6	3	5	7
22380	2	7562	1	1	13	-2	3	1	6	2	6	4	8	10	3	3	3	2	3	4	2	3	3	5	5	5	7	1	3	1	7	5
35033	2	64	1	1	14	-5	3	1	7	3	4	4	8	8	1	6	7	1	4	1	2	5	3	4	2	4	2	2	6	2	1	7
37448	1	2072	4	0	16	-5	1	2	1	6	4	2	8	10	3	0	6	2	1	5	2	1	5	5	1	2	1	1	7	7	6	6
17306	3	4890	1	0	13	-2	1	1	5	2	9	4	6	10	1	0	4	2	3	2	1	4	3	5	4	3	1	2	3	1	6	6
34499	1	1530	2	0	14	-6	2	1	6	7	6	4	5	10	4	0	3	3	3	5	4	3	3	5	2	1	3	2	6	1	1	7
9083	2	1657	6	0	16	-7	1	3	7	1	9	6	5	3	2	3	1	0	4	1	5	2	1	2	5	5	6	1	7	2	5	7
25798	2	3317	5	0	14	-8	3	2	4	4	9	5	1	9	1	0	8	0	1	4	5	3	1	4	2	2	3	1	7	5	2	4
36099	1	1133																														
36685	1	37	2	0	16	-5	1	1	2	9	9	3	9	9	1	0	6	0	5	1	4	5	3	5	1	2	6	2	1	7	3	5
32750	2	4318	1	0	16	-6	1	1	1	1	5	5	5	10	1	0	5	1	5	1	5	3	2	5	1	4	6	2	1	5	4	6
38414	2	1773	9	1	13	-6	1	3	7	2	5	5	3	10	1	0	6	1	4	1	4	3	5	1	2	3	4	4	4	5	5	6
25858	2	1017	1	0	14	-5	3	1	6	5	8	4	8	6	3	3	6	0	5	4	3	4	1	5	4	2	6	1	2	2	2	6
36355	2	4893	1	0	16	-7	1	1	1	1	8	4	6	10	2	0	7	2	5	1	5	5	1	5	1	5	2	1	7	2	6	7
12807	2	4049	1	0	12	-6	1	1	3	1	9	4	7	10	2	3	4	0	5	3	4	3	1	2	4	2	6	1	2	3	1	5
25648	2	3297																														
3757	2	4399	3	0	16	-8	3	2	4	3	6	4	6	10	1	0	7	1	3	5	4	4	5	5	3	2	5	2	7	4	5	7
20433	2	1152	7	0	13	-7	1	3	4	1	8	6	3	6	7	0	1	0	3	4	4	2	1	3	2	3	1	1	7	1	2	7
22041	2	1761	6	0	13	-5	1	3	4	1	9	6	3	3	1	3	1	0	5	5	4	3	3	5	1	2	1	1	6	2	4	6
4724	2	1340	1	0	13	-7	1	1	4	7	9	4	7	9	1	0	7	0	5	3	2	4	2	3	5	1	5	1	4	2	1	5
6055	1	2058	2	0	14	-6	3	1	5	1	2	5	7	10	1	0	7	0	4	2	2	5	1	3	2	1	2	1	6	3	5	7
8005	2	5967	1	0	12	-5	1	1	3	3	8	5	9	10	1	3	5	1	4	1	2	5	5	4	5	4	4	2	7	4	3	6
